,abbr,address,buildingID,category,distance,facid,gsf,latitude,longitude,name,nsf,searchable,site,zone
543,SSS,"PROSPECT STREET,   1",216,Academic & Admin: Large,99.0,1520,93416,41.311851,-72.925272,SHEFFD-STERL-STRATHC,73673,"1520 SHEFFD-STERL-STRATHC PROSPECT STREET,   1  SHEFFIELD STERLING STRATHCONA HALL SSS 1 PROSPECT STREET PROSPECT ST,   1 SHEFFIELD STERLING STRATHCONA HALL - SSS",CEN,ZONE 2
544,SPL,"PROSPECT STREET, 217",134,Academic & Admin: Large,99.0,1075,85433,41.317345,-72.923108,SLOANE PHYSICS LAB,65292,"1075 SLOANE PHYSICS LAB PROSPECT STREET, 217  SLOANE PHYSICS LABORATORY, HENRY T. & WILLIAM D. SPL 217 PROSPECT STREET PROSPECT ST, 217 SLOANE PHYSICS LAB",CEN,ZONE 1
545,SDQ,"PROSPECT STREET, 409",38,Academic & Admin: Large,99.0,0440,160365,41.3234,-72.92169,STERLING DIV. QUAD.,133659,"0440 STERLING DIV. QUAD. PROSPECT STREET, 409  STERLING DIVINITY QUADRANGLE, JOHN W. SDQ 409 PROSPECT STREET PROSPECT ST, 409 STERLING DIVINITY QUAD - DIVQUAD",CEN,ZONE 2
546,SLB,"WALL STREET, 127",269,Academic & Admin: Large,99.0,2000,255687,41.312037,-72.928189,STERLING LAW BLDGS.,205622,"2000 STERLING LAW BLDGS. WALL STREET, 127  STERLING LAW BUILDINGS, JOHN W. SLB 127 WALL STREET WALL ST,127 STERLING LAW BLDG - SLB",CEN,ZONE 4
547,WLH,"WALL STREET, 100",277,Academic & Admin: Large,99.0,2030,52183,41.310617,-72.92687,W. L. HARKNESS HALL,41531,"2030 W. L. HARKNESS HALL WALL STREET, 100  HARKNESS HALL, WILLIAM L. WLH 100 WALL STREET WALL ST,100 WILLIAM HARKNESS HALL - WLH",CEN,ZONE 3
548,WHIT221,"WHITNEY AVENUE, 221",160,Academic & Admin: Large,99.0,1180,66582,41.316733,-72.919795,"WHITNEY AVE, 221",56820,"1180 WHITNEY AVE, 221 WHITNEY AVENUE, 221  WHITNEY AVENUE, 221 WHIT221 221 WHITNEY AVENUE WHITNEY AVE, 221 ",CEN,ZONE 2
549,WOOL,"COLLEGE STREET, 500",273,Academic & Admin: Large,99.0,2015,46148,41.31129,-72.926125,WOOLSEY HALL,36896,"2015 WOOLSEY HALL COLLEGE STREET, 500  WOOLSEY HALL WOOL 500 COLLEGE STREET COLLEGE ST, 500 WOOLSEY HALL",CEN,ZONE 3
550,YHC,"LOCK STREET, 55",4950,Academic & Admin: Large,99.0,1390,147006,41.315632,-72.927574,YALE HEALTH CENTER,128276,"1390 YALE HEALTH CENTER LOCK STREET, 55  YALE HEALTH CENTER YHC 55 LOCK STREET LOCK ST, 55 ",CEN,ZONE 4
551,YORK149,"YORK STREET, 149",374,Academic & Admin: Large,99.0,2745,58581,41.30755,-72.93193,"YORK ST, 149",53307,"2745 YORK ST, 149 YORK STREET, 149  YORK STREET, 149 YORK149 149 YORK STREET YORK ST, 149 ",CEN,ZONE 4
552,BATTELL,"COLLEGE STREET, 400",351,Academic & Admin: Medium,99.0,2610,28097,41.309372,-72.927515,BATTELL CHAPEL,22782,"2610 BATTELL CHAPEL COLLEGE STREET, 400  BATTELL CHAPEL, JOSEPH BATTELL 400 COLLEGE STREET COLLEGE ST, 400 JOSEPH BATTELL CHAPEL",CEN,ZONE 3
553,BETTS,"PROSPECT STREET, 393",36,Academic & Admin: Medium,99.0,0435,21889,41.322497,-72.922121,BETTS HOUSE,17489,"0435 BETTS HOUSE PROSPECT STREET, 393 DAVIES HOUSE, JOHN M.; CULINARY INST OF AMER BETTS HOUSE BETTS 393 PROSPECT STREET PROSPECT ST, 393 BETTS HOUSE - DAVIES MANSION",CEN,OUTSOURCE
554,BRWY77,"BROADWAY, 77",294,Academic & Admin: Medium,99.0,2140,48281,41.311776,-72.931241,"BROADWAY, 77",0,"2140 BROADWAY, 77 BROADWAY, 77 YALE CO-OP BROADWAY, 77 BRWY77 77 BROADWAY BROADWAY, 77 77 BROAD",CEN,LEASED
555,CHUR246,"CHURCH STREET, 246",248,Academic & Admin: Medium,99.0,1835,32625,41.310002,-72.923337,"CHURCH ST, 246",28560,"1835 CHURCH ST, 246 CHURCH STREET, 246  CHURCH STREET, 246 CHUR246 246 CHURCH STREET CHURCH ST, 246 ",CEN,ZONE 3
556,COLL451,"COLLEGE STREET, 451",264,Academic & Admin: Medium,99.0,1955,18378,41.310136,-72.926232,"COLLEGE ST, 451",15125,"1955 COLLEGE ST, 451 COLLEGE STREET, 451 FRANKLIN HALL/THETA XI ALUMNI HALL COLLEGE STREET, 451 COLL451 451 COLLEGE STREET COLLEGE ST, 451 ",CEN,ZONE 3
557,COLL493,"COLLEGE STREET, 493",244,Academic & Admin: Medium,99.0,1810,20220,41.310847,-72.925666,"COLLEGE ST, 493",14603,"1810 COLLEGE ST, 493 COLLEGE STREET, 493  COLLEGE STREET, 493 COLL493 493 COLLEGE STREET COLLEGE ST, 493 ",CEN,ZONE 3
558,C,"CHAPEL STREET, 1017",357,Academic & Admin: Medium,99.0,2640,18543,41.308085,-72.928888,CONNECTICUT HALL,13795,"2640 CONNECTICUT HALL CHAPEL STREET, 1017 SOUTH MIDDLE COLLEGE CONNECTICUT HALL C 1017 CHAPEL STREET CHAPEL ST, 1017 CONNECTICUT HALL",CEN,ZONE 3
559,DOW,"TEMPLE STREET, 370",226,Academic & Admin: Medium,99.0,1620,21355,41.311315,-72.923886,DOW HALL,16042,"1620 DOW HALL TEMPLE STREET, 370 TEMPLE ST, 370; VERNON HALL DOW HALL, CHRISTINA AND ROBERT DOW 370 TEMPLE STREET TEMPLE ST, 370 ",CEN,ZONE 2
560,DW,"HIGH STREET, 67",362,Academic & Admin: Medium,99.0,2665,18074,41.308927,-72.929303,DWIGHT HALL & CHAPEL,13907,"2665 DWIGHT HALL & CHAPEL HIGH STREET, 67 YALE COLLEGE LIBRARY DWIGHT HALL AND CHAPEL DW 67 HIGH STREET HIGH ST, 67 DWIGHT HALL &  CHAPEL - DW",CEN,ZONE 3
561,ELM149,"ELM STREET, 149",260,Academic & Admin: Medium,99.0,1940,15435,41.309182,-72.925639,"ELM ST, 149",10792,"1940 ELM ST, 149 ELM STREET, 149 JOHN PIERPONT HOUSE ELM STREET, 149 ELM149 149 ELM STREET ELM ST, 149 ",CEN,ZONE 3
562,HENDRIE,"ELM STREET, 165",261,Academic & Admin: Medium,99.0,1945,34719,41.309383,-72.926175,HENDRIE HALL,27885,"1945 HENDRIE HALL ELM STREET, 165  HENDRIE HALL HENDRIE 165 ELM STREET ELM ST, 165 HENDRIE HALL",CEN,ZONE 3
563,HLH28,"HILLHOUSE AVENUE, 28",169,Academic & Admin: Medium,99.0,1235,15312,41.313861,-72.923997,"HILLHOUSE AVE,28",12311,"1235 HILLHOUSE AVE,28 HILLHOUSE AVENUE, 28 CHARLES HENRY FARNAM HOUSE HILLHOUSE AVENUE, 28 HLH28 28 HILLHOUSE AVENUE HILLHOUSE AVE, 28 ",CEN,ZONE 2
564,HLH30,"HILLHOUSE AVENUE, 30",168,Academic & Admin: Medium,99.0,1230,15988,41.314053,-72.923937,"HILLHOUSE AVE,30",12899,"1230 HILLHOUSE AVE,30 HILLHOUSE AVENUE, 30  HILLHOUSE AVENUE, 30 HLH30 30 HILLHOUSE AVENUE HILLHOUSE AVE, 30 ",CEN,ZONE 2
565,HLH38,"HILLHOUSE AVENUE, 38",167,Academic & Admin: Medium,99.0,1225,17060,41.314576,-72.923746,"HILLHOUSE AVE,38",13282,"1225 HILLHOUSE AVE,38 HILLHOUSE AVENUE, 38 HENRY FOWLER ENGLISH HSE HILLHOUSE AVENUE, 38 HLH38 38 HILLHOUSE AVENUE HILLHOUSE AVE, 38 ",CEN,ZONE 2
566,HLH43,"HILLHOUSE AVENUE, 43",152,Academic & Admin: Medium,99.0,1140,20739,41.314727,-72.922714,"HILLHOUSE AVE,43",16019,"1140 HILLHOUSE AVE,43 HILLHOUSE AVENUE, 43  HILLHOUSE AVENUE, 43 HLH43 43 HILLHOUSE AVENUE HILLHOUSE AVE, 43 ",CEN,ZONE 2
567,HRCH,"HILLHOUSE AVENUE, 55",139,Academic & Admin: Medium,99.0,1100,20921,41.31543,-72.922403,HORCHOW HALL,16485,"1100 HORCHOW HALL HILLHOUSE AVENUE, 55 PELATIAH PERIT HOUSE HORCHOW HALL HRCH 55 HILLHOUSE AVENUE HILLHOUSE AVE, 55 HORCHOW HALL",CEN,ZONE 2
568,K,"HILLHOUSE AVENUE,  2",215,Academic & Admin: Medium,99.0,1515,23049,41.311865,-72.924646,KIRTLAND HALL,18360,"1515 KIRTLAND HALL HILLHOUSE AVENUE,  2  KIRTLAND HALL, JARED P. K 2 HILLHOUSE AVENUE HILLHOUSE AVE,  2 KIRTLAND HALL",CEN,ZONE 2
569,LOM,"HILLHOUSE AVENUE, 12",213,Academic & Admin: Medium,99.0,1505,21153,41.312687,-72.924334,LEET OLIVER MEM HALL,16275,"1505 LEET OLIVER MEM HALL HILLHOUSE AVENUE, 12  LEET OLIVER MEMORIAL HALL LOM 12 HILLHOUSE AVENUE HILLHOUSE AVE, 12 LEET OLIVER MEMORIAL HALL",CEN,ZONE 2
570,LGH,"COLLEGE STREET, 435",263,Academic & Admin: Medium,99.0,1950,28471,41.309852,-72.926412,LEIGH HALL,21326,"1950 LEIGH HALL COLLEGE STREET, 435 COLLEGE ST, 435/UG ADMIS/UNIV HEALTH CTR LEIGH HALL, ABBY AND MITCH LGH 435 COLLEGE STREET COLLEGE ST, 435 ABBY AND MITCH LEIGH HALL",CEN,ZONE 3
571,LUCE,"HILLHOUSE AVENUE, 34",174,Academic & Admin: Medium,99.0,1255,32040,41.314402,-72.924341,"LUCE HALL, HENRY R.",27387,"1255 LUCE HALL, HENRY R. HILLHOUSE AVENUE, 34  LUCE HALL, HENRY R. LUCE 34 HILLHOUSE AVENUE HILLHOUSE AVE, 34 HENRY LUCE HALL",CEN,ZONE 2
572,PHELPS,"COLLEGE STREET, 344",354,Academic & Admin: Medium,99.0,2625,27818,41.308412,-72.928206,PHELPS HALL,16316,"2625 PHELPS HALL COLLEGE STREET, 344  PHELPS HALL PHELPS 344 COLLEGE STREET COLLEGE ST, 344 PHELPS HALL - PH",CEN,ZONE 3
573,PROS077,"PROSPECT STREET,  77",173,Academic & Admin: Medium,99.0,1250,21887,41.313967,-72.924613,"PROSPECT ST, 77",17531,"1250 PROSPECT ST, 77 PROSPECT STREET,  77  PROSPECT STREET,  77 PROS077 77 PROSPECT STREET PROSPECT ST,  77 ",CEN,ZONE 2
574,ROSE,"ASHMUN STREET, 101",4775,Academic & Admin: Medium,99.0,1385,38166,41.315946,-72.928808,ROSE CENTER,33396,"1385 ROSE CENTER ASHMUN STREET, 101  ROSE CENTER ROSE 101 ASHMUN STREET ASHMUN ST, 101 ",CEN,ZONE 4
575,SACH010,"SACHEM STREET, 10",144,Academic & Admin: Medium,99.0,1110,30596,41.315221,-72.921483,"SACHEM ST, 10 (158 WHIT)",26184,"1110 SACHEM ST, 10 (158 WHIT) SACHEM STREET, 10 WHITNEY AVE, 158 - WHIT158; JOHN NORTH HSE SACHEM STREET, 10 SACH010 10 SACHEM STREET SACHEM ST, 10 158 WHITNEY",CEN,ZONE 2
576,SB,"PROSPECT STREET, 205",132,Academic & Admin: Medium,99.0,1070,27698,41.317156,-72.923697,SAGE-BOWERS HALL,22606,"1070 SAGE-BOWERS HALL PROSPECT STREET, 205  SAGE- BOWERS HALLS SB 205 PROSPECT STREET PROSPECT ST, 205 SAGE-BOWERS HALLS - SAGEHALL",CEN,ZONE 1
577,SLIFKA,"WALL STREET,  80",255,Academic & Admin: Medium,99.0,1913,0,41.310179,-72.925269,"SLIFKA CENTER, JOSEPH",0,"1913 SLIFKA CENTER, JOSEPH WALL STREET,  80  SLIFKA CENTER, JOSEPH, FOR JEWISH LIFE SLIFKA 80 WALL STREET WALL ST, 80 JOSEPH SLIFKA CENTER",CEN,ZONE 3
578,SMH,"COLLEGE STREET, 470",276,Academic & Admin: Medium,99.0,2025,34417,41.310687,-72.926576,"SPRAGUE HALL,ARNOLD",27671,"2025 SPRAGUE HALL,ARNOLD COLLEGE STREET, 470  SPRAGUE MEMORIAL HALL, ARNOLD A. SMH 470 COLLEGE STREET COLLEGE ST, 470 SPRAGUE MEMORIAL HALL - SMH",CEN,ZONE 3
579,STOECK,"COLLEGE STREET, 469",252,Academic & Admin: Medium,99.0,1900,22775,41.310498,-72.926024,STOECKEL HALL,17957,"1900 STOECKEL HALL COLLEGE STREET, 469  STOECKEL HALL, GUSTAVE J. STOECK 469 COLLEGE STREET COLLEGE ST, 469 STOECKEL HALL",CEN,ZONE 3
580,TEMP302,"TEMPLE STREET, 302",258,Academic & Admin: Medium,99.0,1930,33445,41.309388,-72.925315,"TEMPLE ST, 302",28162,"1930 TEMPLE ST, 302 TEMPLE STREET, 302  TEMPLE STREET, 302 TEMP302 302 TEMPLE STREET TEMPLE ST, 302 ",CEN,ZONE 3
581,UT,"YORK STREET, 222",327,Academic & Admin: Medium,99.0,2435,48422,41.309701,-72.931255,UNIVERSITY THEATRE,44093,"2435 UNIVERSITY THEATRE YORK STREET, 222  UNIVERSITY THEATRE UT 222 YORK STREET YORK ST, 222 UNIVERSITY THEATRE - UT",CEN,ZONE 4
582,WALL53,"WALL STREET,  53",250,Academic & Admin: Medium,99.0,1840,38314,41.309813,-72.923678,"WALL ST, 53",30931,"1840 WALL ST, 53 WALL STREET,  53 TRINITY CHURCH PARISH HSE WALL STREET, 53 WALL53 53 WALL STREET WALL ST, 53 ",CEN,ZONE 3
583,WALL82,"WALL STREET,  82-90",253,Academic & Admin: Medium,99.0,1905,34679,41.310348,-72.925617,"WALL ST, 82-90",28066,"1905 WALL ST, 82-90 WALL STREET,  82-90  WALL STREET, 82-90 WALL82 82-90 WALL STREET WALL ST, 82 82 WALL",CEN,ZONE 3
584,WARNER,"HILLHOUSE AVENUE,  1",227,Academic & Admin: Medium,99.0,1625,22640,41.311377,-72.924115,WARNER HOUSE,18310,"1625 WARNER HOUSE HILLHOUSE AVENUE,  1 CLOISTER HOUSE WARNER HOUSE WARNER 1 HILLHOUSE AVENUE HILLHOUSE AVE,  1 ",CEN,ZONE 2
585,WTS,"SACHEM STREET, 60",163,Academic & Admin: Medium,99.0,1205,41874,41.315756,-72.92372,WATSON CENTER,35705,"1205 WATSON CENTER SACHEM STREET, 60  WATSON CENTER WTS 60 SACHEM STREET SACHEM ST, 60 ",CEN,ZONE 2
586,WEIR,"HIGH STREET, 66",345,Academic & Admin: Medium,99.0,2515,19718,41.30879,-72.930364,WEIR HALL,13342,"2515 WEIR HALL HIGH STREET, 66  WEIR HALL, JOHN F. WEIR 66 HIGH STREET HIGH ST, 66 JOHN WEIR HALL",CEN,ZONE 4
587,YRT,"CHAPEL STREET, 1120",364,Academic & Admin: Medium,99.0,2700,25705,41.308064,-72.931607,YALE REPERTORY THEAT,20966,"2700 YALE REPERTORY THEAT CHAPEL STREET, 1120 CALVARY BAPTIST CHURCH YALE REPERTORY THEATRE YRT 1120 CHAPEL STREET CHAPEL ST, 1120 YALE REPERTORY THEATRE - YRT",CEN,ZONE 4
588,ALW,"HILLHOUSE AVENUE, 31",148,Academic & Admin: Small,99.0,1125,7433,41.313919,-72.923116,ALLWIN HALL,6369,"1125 ALLWIN HALL HILLHOUSE AVENUE, 31 ABIGAIL WHELPLEY HOUSE ALLWIN HALL ALW 31 HILLHOUSE AVENUE HILLHOUSE AVE, 31 ",CEN,ZONE 2
589,CSB,"EDWARDS STREET, 350",111,Academic & Admin: Small,99.0,1006,8755,41.318929,-72.921959,CHEMICAL SAFETY BLDG,6954,"1006 CHEMICAL SAFETY BLDG EDWARDS STREET, 350  CHEMICAL SAFETY BUILDING CSB 350 EDWARDS STREET EDWARDS ST, 350 CHEMICAL SAFETY BLDG",CEN,ZONE 1
590,CHUR250,"CHURCH STREET, 250",247,Academic & Admin: Small,99.0,1830,11578,41.310132,-72.923057,"CHURCH ST, 250",9551,"1830 CHURCH ST, 250 CHURCH STREET, 250 PRESIDENT WOOLSEY HOUSE CHURCH STREET, 250 CHUR250 250 CHURCH STREET CHURCH ST, 250 ",CEN,ZONE 3
591,CHUR258,"CHURCH STREET, 258",246,Academic & Admin: Small,99.0,1825,11078,41.31039,-72.922927,"CHURCH ST, 258/GROVE,96",9252,"1825 CHURCH ST, 258/GROVE,96 CHURCH STREET, 258 GROVE ST, 96 2ND ENTRNC/ABBY SALISBURY/ELFORD P. TROWBRIDGE HSE CHURCH STREET, 258 CHUR258 258 CHURCH STREET CHURCH ST, 258 ",CEN,ZONE 3
592,COLL459,"COLLEGE STREET, 459",266,Academic & Admin: Small,99.0,1960,0,41.310329,-72.926123,ELIZABETHAN CLUB,0,"1960 ELIZABETHAN CLUB COLLEGE STREET, 459 LEVERETT GRISWOLD HOUSE ELIZABETHAN CLUB COLL459 459 COLLEGE STREET COLLEGE ST, 459 ELIZABETHAN CLUB",CEN,ZONE 3
593,ELM294,"ELM STREET, 294-296",318,Academic & Admin: Small,99.0,2405,8539,41.31066,-72.930282,"ELM ST, 294-296",7415,"2405 ELM ST, 294-296 ELM STREET, 294-296 ELM ST, 294-296 ELM STREET,  294-296 ELM294 294-296 ELM STREET ELM ST, 294 ",CEN,ZONE 4
594,EVN,"HILLHOUSE AVENUE, 56",164,Academic & Admin: Small,99.0,1210,12659,41.315689,-72.923332,"EVANS HALL, THOMAS M.",10154,"1210 EVANS HALL, THOMAS M. HILLHOUSE AVENUE, 56 ELIZABETH APTHORP HOUSE EVANS HALL, THOMAS MELLON EVN 56 HILLHOUSE AVENUE HILLHOUSE AVE, 56 EVANS HALL",CEN,ZONE 2
595,FND,"PROSPECT STREET, 135",162,Academic & Admin: Small,99.0,1200,13909,41.31569,-72.924257,FOUNDERS HALL,11178,"1200 FOUNDERS HALL PROSPECT STREET, 135 JOHN P. NORTON CARR HSE; YERKES LABS; PROSP. HILL DAY SCH; YALE OBSERV. FOUNDERS HALL FND 135 PROSPECT STREET PROSPECT ST, 135 ",CEN,ZONE 2
596,GPSCY,"YORK STREET, 204",333,Academic & Admin: Small,99.0,2455,11274,41.309298,-72.931908,GRAD-PRO STUDENT CTR,9200,"2455 GRAD-PRO STUDENT CTR YORK STREET, 204 BETA THETA PI YORK STREET, 204 GPSCY 204 YORK STREET YORK ST, 204 GRAD-PRO STUDENT CTR - GYPSY",CEN,ZONE 4
597,GBCC,"PROSPECT STREET, 391",4988,Academic & Admin: Small,99.0,0434,13642,41.322215,-72.921924,GREENBERG CONF CENTER,11691,"0434 GREENBERG CONF CENTER PROSPECT STREET, 391  GREENBERG CONFERENCE CENTER, MAURICE R. GBCC 391 PROSPECT STREET PROSPECT ST, 391 ",CEN,OUTSOURCE
598,HLH27,"HILLHOUSE AVENUE, 27",147,Academic & Admin: Small,99.0,1120,13023,41.313684,-72.923163,"HILLHOUSE AVE,27",9096,"1120 HILLHOUSE AVE,27 HILLHOUSE AVENUE, 27 REV PROF GEORGE PARK FISHER HOUSE HILLHOUSE AVENUE, 27 HLH27 27 HILLHOUSE AVENUE HILLHOUSE AVE, 27 ",CEN,ZONE 2
599,HLH35,"HILLHOUSE AVENUE, 35",149,Academic & Admin: Small,99.0,1130,10033,41.314187,-72.922896,"HILLHOUSE AVE,35",8123,"1130 HILLHOUSE AVE,35 HILLHOUSE AVENUE, 35 MARY PRICHARD HOUSE HILLHOUSE AVENUE, 35 HLH35 35 HILLHOUSE AVENUE HILLHOUSE AVE, 35 ",CEN,ZONE 2
600,HLH37,"HILLHOUSE AVENUE, 37",151,Academic & Admin: Small,99.0,1135,11239,41.314479,-72.922822,"HILLHOUSE AVE,37",9382,"1135 HILLHOUSE AVE,37 HILLHOUSE AVENUE, 37 JOHN S GRAVES HSE; DANIEL COIT GILMAN HSE HILLHOUSE AVENUE, 37 HLH37 37 HILLHOUSE AVENUE HILLHOUSE AVE, 37 ",CEN,ZONE 2
601,HLH46,"HILLHOUSE AVENUE, 46",166,Academic & Admin: Small,99.0,1220,12023,41.315049,-72.923594,"HILLHOUSE AVE,46",9618,"1220 HILLHOUSE AVE,46 HILLHOUSE AVENUE, 46 AARON N. SKINNER HSE; TROWBRIDGE HSE HILLHOUSE AVENUE, 46 HLH46 46 HILLHOUSE AVENUE HILLHOUSE AVE, 46 ",CEN,ZONE 2
602,HLH51,"HILLHOUSE AVENUE, 51",153,Academic & Admin: Small,99.0,1145,9950,41.315107,-72.922615,"HILLHOUSE AVE,51",8180,"1145 HILLHOUSE AVE,51 HILLHOUSE AVENUE, 51 JOHN M. GRAVES HSE; JAMES M. B. DWIGHT HSE HILLHOUSE AVENUE, 51 HLH51 51 HILLHOUSE AVENUE HILLHOUSE AVE, 51 ",CEN,ZONE 2
603,PARK211,"PARK STREET, 211",339,Academic & Admin: Small,99.0,2480,14540,41.309407,-72.932877,"PARK ST, 211",11658,"2480 PARK ST, 211 PARK STREET, 211 CHI PSI PARK STREET, 211 PARK211 211 PARK STREET PARK ST, 211 ",CEN,ZONE 4
604,PARK215,"PARK STREET, 215",340,Academic & Admin: Small,99.0,2485,10034,41.309241,-72.932397,"PARK ST, 215",7994,"2485 PARK ST, 215 PARK STREET, 215 ALPHA DELTA PHI PARK STREET, 215 PARK215 215 PARK STREET PARK ST, 215 ",CEN,ZONE 4
605,PARK217,"PARK STREET, 217",341,Academic & Admin: Small,99.0,2490,11409,41.309578,-72.932691,"PARK ST, 217",8952,"2490 PARK ST, 217 PARK STREET, 217 PHI GAMMA DELTA PARK STREET, 217 PARK217 217 PARK STREET PARK ST, 217 CABARET",CEN,ZONE 4
606,RAH,"YORK STREET, 232",326,Academic & Admin: Small,99.0,2430,11798,41.309894,-72.931056,ROSE ALUMNI HOUSE,9128,"2430 ROSE ALUMNI HOUSE YORK STREET, 232 DELTA KAPPA EPSILON ROSE ALUMNI HOUSE RAH 232 YORK STREET YORK ST, 232 ROSE ALUMNI HOUSE - AYA",CEN,ZONE 4
607,STN,"HILLHOUSE AVENUE, 52",165,Academic & Admin: Small,99.0,1215,12462,41.315431,-72.923441,STEINBACH HALL,9992,"1215 STEINBACH HALL HILLHOUSE AVENUE, 52 JOHN P. NORTON HOUSE STEINBACH HALL STN 52 HILLHOUSE AVENUE HILLHOUSE AVE, 52 STEINBACH HALL",CEN,ZONE 2
608,TEMP320,"TEMPLE STREET, 320",257,Academic & Admin: Small,99.0,1925,9615,41.309848,-72.924908,"TEMPLE ST, 320",7929,"1925 TEMPLE ST, 320 TEMPLE STREET, 320  TEMPLE STREET, 320 TEMP320 320 TEMPLE STREET TEMPLE ST, 320 ",CEN,ZONE 3
609,TEMP432,"TEMPLE STREET, 432",223,Academic & Admin: Small,99.0,1610,5786,41.312822,-72.922683,"TEMPLE ST, 432",5006,"1610 TEMPLE ST, 432 TEMPLE STREET, 432  TEMPLE STREET, 432 TEMP432 432 TEMPLE STREET TEMPLE ST, 432 ",CEN,ZONE 2
610,TEMP433,"TEMPLE STREET, 433",240,Academic & Admin: Small,99.0,1730,33491,41.312602,-72.922248,"TEMPLE ST, 433/WHT68-80",28690,"1730 TEMPLE ST, 433/WHT68-80 TEMPLE STREET, 433  TEMPLE STREET, 433/WHITNEY AVE 68-80 TEMP433 433 TEMPLE STREET TEMPLE ST, 433 ",CEN,LEASED
611,TEMP434,"TEMPLE STREET, 434",224,Academic & Admin: Small,99.0,1612,6577,41.312902,-72.922632,"TEMPLE ST, 434",5255,"1612 TEMPLE ST, 434 TEMPLE STREET, 434  TEMPLE STREET, 434 TEMP434 434 TEMPLE STREET TEMPLE ST, 434 ",CEN,ZONE 2
612,TEMP442,"TEMPLE STREET, 442",221,Academic & Admin: Small,99.0,1605,5353,41.313067,-72.922578,"TEMPLE ST, 442",4446,"1605 TEMPLE ST, 442 TEMPLE STREET, 442 A. A. THOMPSON HSE TEMPLE STREET, 442 TEMP442 442 TEMPLE STREET TEMPLE ST, 442 ",CEN,ZONE 2
613,TRUM87,"TRUMBULL STREET, 87",171,Academic & Admin: Small,99.0,1240,7858,41.313858,-72.924351,"TRUMBULL ST, 87",6568,"1240 TRUMBULL ST, 87 TRUMBULL STREET, 87 BENJAMIN SILLIMAN HSE TRUMBULL STREET, 87 TRUM87 87 TRUMBULL STREET TRUMBULL ST, 87 ",CEN,ZONE 2
614,WALL66,"WALL STREET,  66",256,Academic & Admin: Small,99.0,1920,6937,41.310013,-72.924781,"WALL ST, 66",6063,"1920 WALL ST, 66 WALL STREET,  66 JOHN A. LYNDE HOUSE WALL STREET, 66 WALL66 66 WALL STREET WALL ST, 66 ",CEN,ZONE 3
615,WOOD,"WALL STREET, 105",275,Academic & Admin: Small,99.0,2020,11346,41.31117,-72.926693,WOODBRIDGE HALL,8944,"2020 WOODBRIDGE HALL WALL STREET, 105  WOODBRIDGE HALL, TIMOTHY WOOD 105 WALL STREET WALL ST,105 TIMOTHY WOODBRIDGE HALL",CEN,ZONE 3
616,YKSPL094,"YORK SQUARE PLACE, 94",203,Academic & Admin: Small,99.0,1436,3710,41.314112,-72.929785,"YORK SQUARE PL,  94",2223,"1436 YORK SQUARE PL,  94 YORK SQUARE PLACE, 94  YORK SQUARE PLACE, 94 YKSPL094 94 YORK SQUARE PLACE YORK SQ, 94 ",CEN,LEASED
617,YORK202,"YORK STREET, 202",332,Academic & Admin: Small,99.0,2450,6799,41.309127,-72.931495,"YORK ST, 202",5207,"2450 YORK ST, 202 YORK STREET, 202  YORK STREET, 202 YORK202 202 YORK STREET YORK ST, 202 ",CEN,OUTSOURCE
618,YORK212,"YORK STREET, 212",331,Academic & Admin: Small,99.0,2445,10127,41.309502,-72.932049,"YORK ST, 212",7867,"2445 YORK ST, 212 YORK STREET, 212 ZETA PSI YORK STREET, 212 YORK212 212 YORK STREET YORK ST, 212 ",CEN,ZONE 4
619,YORK220,"YORK STREET, 220",330,Academic & Admin: Small,99.0,2440,12278,41.309698,-72.931865,"YORK ST, 220",9746,"2440 YORK ST, 220 YORK STREET, 220 FENCE CLUB YORK STREET, 220 YORK220 220 YORK STREET YORK ST, 220 FENCE CLUB",CEN,ZONE 4
620,ARN,"ELM STREET, 304",4788,Dormatory - Central,99.0,2403,26159,41.311041,-72.93145,ARNOLD HALL,20850,"2403 ARNOLD HALL ELM STREET, 304  ROBERT M. ARNOLD HALL ARN 304 ELM STREET ELM ST, 304 ",CEN,ZONE 4
621,BAKER,"TOWER PARKWAY,100",195,Dormatory - Central,99.0,1413,137443,41.313749,-72.929123,BAKER HALL,113722,"1413 BAKER HALL TOWER PARKWAY,100 NEW RESIDENCE HALL/ASHMUN STREET, 40 ROBERT C & CHRISTINA BAKER HALL AT YALE LAW SCHOOL BAKER 100 TOWER PARKWAY TOWER PKWY,100 NEW RESIDENCE HALL",CEN,ZONE 4
622,BELLAMY,"CANNER STREET, 354",29,Dormatory - Central,99.0,0405,28440,41.324626,-72.920499,BELLAMY HALL (DIV),24528,"0405 BELLAMY HALL (DIV) CANNER STREET, 354  BELLAMY HALL BELLAMY 354 CANNER STREET CANNER ST, 354 BELLAMY HALL DIVINITY",CEN,ZONE 2
623,BK,"ELM STREET, 205",279,Dormatory - Central,99.0,2040,146338,41.310305,-72.928105,BERKELEY COLLEGE,113453,"2040 BERKELEY COLLEGE ELM STREET, 205  BERKELEY COLLEGE, GEORGE BK 205 ELM STREET ELM ST, 205 BERKELEY COLLEGE - BK",CEN,ZONE 3
