id,abbr,address,buildingID,category,facid,gsf,latitude,longitude,name,nsf,searchable,site,zone,count
647,BASSLB,"WALL STREET, 110",280,Library & Museum,2045,64505,41.310685,-72.927608,BASS LIBRARY,55650,"2045 BASS LIBRARY WALL STREET, 110 CROSS CAMPUS LIBRARY - CCL ANNE T. & ROBERT M. BASS LIBRARY BASSLB 110 WALL STREET WALL ST, 110 CROSS CAMPUS LIBRARY - CCL",CEN,ZONE 3,1
648,BRBL,"WALL STREET, 121",270,Library & Museum,2005,105367,41.311564,-72.927303,BEINECKE LIBRARY,91565,"2005 BEINECKE LIBRARY WALL STREET, 121  BEINECKE RARE BOOK AND MANUSCRIPT LIBRARY BRBL 121 WALL STREET WALL ST,121 BEINECKE RARE BOOK & MANUSCRIPT LIBRARY - BRBL",CEN,ZONE 3,1
649,YCBA,"CHAPEL STREET, 1080",366,Library & Museum,2705,112612,41.307776,-72.930972,"BRITISH ART, YALE CTR",99460,"2705 BRITISH ART, YALE CTR CHAPEL STREET, 1080  YALE CENTER FOR BRITISH ART YCBA 1080 CHAPEL STREET CHAPEL ST, 1080 BRITISH ART CENTER",CEN,ZONE 4,1
650,HLH15,"HILLHOUSE AVENUE, 15",229,Library & Museum,1635,8502,41.31241,-72.923706,"HILLHOUSE AVE,15",7009,"1635 HILLHOUSE AVE,15 HILLHOUSE AVENUE, 15 YORK HALL, ALPHA DELTA PHI HILLHOUSE AVENUE, 15 HLH15 15 HILLHOUSE AVENUE HILLHOUSE AVE, 15 ",CEN,ZONE 2,1
651,PM,"WHITNEY AVENUE, 170",123,Library & Museum,1045,88468,41.315971,-72.921142,PEABODY MUSEUM,70951,"1045 PEABODY MUSEUM WHITNEY AVENUE, 170  PEABODY MUSEUM OF NATURAL HISTORY, GEORGE PM 170 WHITNEY AVENUE WHITNEY AVE, 170 PEABODY MUSEUM OF NATURAL HISTORY",CEN,ZONE 1,1
652,RDH,"YORK STREET, 180",336,Library & Museum,2470,110307,41.308779,-72.931892,RUDOLPH HALL,92748,"2470 RUDOLPH HALL YORK STREET, 180  RUDOLPH HALL, PAUL RDH 180 YORK STREET YORK ST, 180 ART & ARCHITECTURE BUILDING - AA",CEN,ZONE 4,1
653,SML,"HIGH STREET,120",282,Library & Museum,2055,443000,41.311139,-72.928898,STERLING MEM LIBRARY,375669,"2055 STERLING MEM LIBRARY HIGH STREET,120  STERLING MEMORIAL LIBRARY SML 120 HIGH STREET HIGH ST,120 STERLING MEMORIAL LIBRARY - SML",CEN,ZONE 4,1
654,ST,"CHAPEL STREET, 1071",360,Library & Museum,2655,32028,41.308026,-72.92993,STREET HALL,22607,"2655 STREET HALL CHAPEL STREET, 1071 YALE SCHOOL OF FINE ARTS STREET HALL ST 1071 CHAPEL STREET CHAPEL ST, 1071 STREET HALL",CEN,ZONE 3,1
655,YUAG,"CHAPEL STREET, 1111",347,Library & Museum,2520,148245,41.308313,-72.930815,YALE U. ART GALLERY,119749,"2520 YALE U. ART GALLERY CHAPEL STREET, 1111  YALE UNIVERSITY ART GALLERY YUAG 1111 CHAPEL STREET CHAPEL ST, 1111 YALE UNIVERSITY ART GALLERY - AG",CEN,ZONE 4,1
657,W-AOS,"WEST CAMPUS DRIVE, 220",4932,West Campus,4208,22301,41.2533,-72.997766,WC ADMIN OFFICE SOUTH,19903,"4208 WC ADMIN OFFICE SOUTH WEST CAMPUS DRIVE, 220 WEST - D21 ADMIN WC ADMINISTRATIVE OFFICE SOUTH W-AOS 220 WEST CAMPUS DRIVE WEST CAMPUS DR, 220 W-D21",WST,,1
658,W-ABC,"WEST CAMPUS DRIVE, 840",4942,West Campus,4235,143301,41.256898,-72.989598,WC ADV BIOSCIENCES CTR,124836,"4235 WC ADV BIOSCIENCES CTR WEST CAMPUS DRIVE, 840 WEST - B31 RESEARCH WC ADVANCED BIOSCIENCES CENTER W-ABC 840 WEST CAMPUS DRIVE W CAMPUS DR, 840 W-B31",WST,,1
660,W-CSC,"WEST CAMPUS DRIVE, 900",4947,West Campus,4250,461844,41.259342,-72.987395,WC COLLECTION ST CTR,427032,"4250 WC COLLECTION ST CTR WEST CAMPUS DRIVE, 900 WEST - A21 COLLECTIONS WC COLLECTION STUDIES CENTER W-CSC 900 WEST CAMPUS DRIVE W CAMPUS DR, 900 W-A21; WEST CAMPUS FITNESS CENTER",WST,,1
661,W-CC+WCA,"WEST CAMPUS DRIVE, 800",4937,West Campus,4225,65707,41.258344,-72.989353,WC CONF CTR & WC ADM,58742,"4225 WC CONF CTR & WC ADM WEST CAMPUS DRIVE, 800 WEST - B25 CENTRAL SERVICES WC CONFERENCE CTR & WEST CAMPUS ADMIN W-CC+WCA 800 WEST CAMPUS DRIVE W CAMPUS DR, 800 W-B25",WST,,1
662,W-ESC,"WEST CAMPUS DRIVE, 520",4946,West Campus,4245,20208,0,0,WC ENERGY SCIENCE CTR,18340,"4245 WC ENERGY SCIENCE CTR WEST CAMPUS DRIVE, 520 WEST - B22 RESEARCH WC ENERGY SCIENCE CENTER W-ESC 520 WEST CAMPUS DRIVE W CAMPUS DR, 520 W-B22",WST,,1
663,W-EH+SST,"WEST CAMPUS DRIVE, 720",4949,West Campus,4272,3040,0,0,WC ENVIR HL & SFTY STOR,2715,"4272 WC ENVIR HL & SFTY STOR WEST CAMPUS DRIVE, 720 WEST - B46 WASTE WC ENVIRON HEALTH & SAFETY STORAGE W-EH+SST 720 WEST CAMPUS DRIVE W CAMPUS DR, 720 W-B46",WST,,1
664,W-GAC,"WEST CAMPUS DRIVE, 830",4938,West Campus,4227,14900,0,0,WC GENOME ANALYSIS CTR,13499,"4227 WC GENOME ANALYSIS CTR WEST CAMPUS DRIVE, 830 WEST - B36 RESEARCH WC GENOME ANALYSIS CENTER W-GAC 830 WEST CAMPUS DRIVE W CAMPUS DR, 830 W-B36",WST,,1
665,W-ISTC,"WEST CAMPUS DRIVE, 850",4945,West Campus,4240,141453,41.257483,-72.990351,WC INTEG SCI & TECH CTR,124047,"4240 WC INTEG SCI & TECH CTR WEST CAMPUS DRIVE, 850 WEST - B24 RESEARCH WC INTEGRATED SCIENCE & TECHNOLOGY CTR W-ISTC 850 WEST CAMPUS DRIVE W CAMPUS DR, 850 W-B24",WST,,1
666,W-MIC,"WEST CAMPUS DRIVE, 600",4943,West Campus,4237,131310,41.256822,-72.99082,WC MOLECULAR INNOV CTR,116274,"4237 WC MOLECULAR INNOV CTR WEST CAMPUS DRIVE, 600 WEST - B27 RESEARCH WC MOLECULAR INNOVATIONS CENTER W-MIC 600 WEST CAMPUS DRIVE W CAMPUS DR, 600 W-B27",WST,,1
667,W-OCN,"WEST CAMPUS DRIVE, 400",4934,West Campus,4215,130214,0,0,WC OFFICE COMPLEX NORTH,116517,"4215 WC OFFICE COMPLEX NORTH WEST CAMPUS DRIVE, 400 WEST - C28 ADMIN WC OFFICE COMPLEX NORTH W-OCN 400 WEST CAMPUS DRIVE WEST CAMPUS DR, 400 W-C28",WST,,1
668,W-OCS,"WEST CAMPUS DRIVE, 410",4936,West Campus,4220,132151,41.255192,-72.99258,WC OFFICE COMPLEX SOUTH,118410,"4220 WC OFFICE COMPLEX SOUTH WEST CAMPUS DRIVE, 410 WEST - C32 ADMIN WC OFFICE COMPLEX SOUTH W-OCS 410 WEST CAMPUS DRIVE W CAMPUS DR, 410 W-C32",WST,,1
669,W-SRC,"WEST CAMPUS DRIVE, 750",4948,West Campus,4270,237554,41.257826,-72.985888,WC STORAGE & RECEIV CTR,233595,"4270 WC STORAGE & RECEIV CTR WEST CAMPUS DRIVE, 750 WEST - A42 WAREHOUSE WC STORAGE & RECEIVING CTR W-SRC 750 WEST CAMPUS DRIVE W CAMPUS DR, 750 W-A42",WST,,1
656,W-AON,"WEST CAMPUS DRIVE, 200",4933,West Campus,4210,49442,0,0,WC ADMIN OFFICE NORTH,45092,"4210 WC ADMIN OFFICE NORTH WEST CAMPUS DRIVE, 200 WEST - D24 ADMIN WC ADMINISTRATIVE OFFICE NORTH W-AON 200 WEST CAMPUS DRIVE WEST CAMPUS DR, 200 W-D24",WST,,1
671,BASS,"WHITNEY AVENUE, 266",120,Wet Laboratories,1030,91153,41.318122,-72.921837,BASS CENTER,77425,"1030 BASS CENTER WHITNEY AVENUE, 266  NANCY LEE & PERRY R. BASS CENTER FOR ... BASS 266 WHITNEY AVENUE WHITNEY AVE, 266 BASS CENTER MOLECULAR & STRUCTURAL BIOLOGY - MBB",CEN,ZONE 1,1
672,CRB,"PROSPECT STREET, 275",4751,Wet Laboratories,1093,117985,41.319259,-72.922661,CHEMISTRY RES BLDG,98155,"1093 CHEMISTRY RES BLDG PROSPECT STREET, 275  CHEMISTRY RESEARCH BUILDING, CLASS OF 1954 CRB 275 PROSPECT STREET PROSPECT ST, 275 ",CEN,ZONE 1,1
673,DL,"HILLHOUSE AVENUE, 10",214,Wet Laboratories,1510,78132,41.312299,-72.924548,DUNHAM LAB,66471,"1510 DUNHAM LAB HILLHOUSE AVENUE, 10  DUNHAM LABORATORY, AUSTIN C. DL 10 HILLHOUSE AVENUE HILLHOUSE AVE, 10 DUNHAM LAB",CEN,ZONE 1,1
674,EAL,"WHITNEY AVENUE, 270",118,Wet Laboratories,1023,18824,41.319079,-72.921166,ELECTRON ACCEL. LAB,15759,"1023 ELECTRON ACCEL. LAB WHITNEY AVENUE, 270  ELECTRON ACCELERATOR LABORATORIES EAL 270 WHITNEY AVENUE WHITNEY AVE, 270 ELECTRON ACCELERATOR LAB - ELECACCLAB",CEN,ZONE 1,1
675,ESC,"SACHEM STREET, 21",125,Wet Laboratories,1049,99341,41.316078,-72.921769,ENVIRONMTL SCIENCE CTR,87240,"1049 ENVIRONMTL SCIENCE CTR SACHEM STREET, 21  ENVIRONMENTAL SCIENCE CENTER, CLASS OF 54 ESC 21 SACHEM STREET SACHEM ST, 21 ENVIRONMENTAL SCIENCE CENTER",CEN,ZONE 1,1
676,JWG,"WHITNEY AVENUE, 260",121,Wet Laboratories,1035,106033,41.317413,-72.921748,J.W. GIBBS LABS,98015,"1035 J.W. GIBBS LABS WHITNEY AVENUE, 260  GIBBS LABORATORY, JOSIAH WILLARD JWG 260 WHITNEY AVENUE WHITNEY AVE, 260 J.W. GIBBS LABORATORY",CEN,ZONE 1,1
677,KBT,"PROSPECT STREET, 219",135,Wet Laboratories,1080,207245,41.317218,-72.922686,KLINE BIOLOGY TOWER,179132,"1080 KLINE BIOLOGY TOWER PROSPECT STREET, 219  KLINE BIOLOGY TOWER, C. MAHLON KBT 219 PROSPECT STREET PROSPECT ST, 219 KLINE BIOLOGY TOWER - KBT",CEN,ZONE 1,1
678,KCL,"PROSPECT STREET, 255",137,Wet Laboratories,1090,79863,41.318843,-72.922714,KLINE CHEMISTRY LAB,69195,"1090 KLINE CHEMISTRY LAB PROSPECT STREET, 255  KLINE CHEMISTRY LABORATORY, C. MAHLON KCL 255 PROSPECT STREET PROSPECT ST, 255 KLINE CHEMISTRY LAB -  KCL",CEN,ZONE 1,1
679,KGL,"WHITNEY AVENUE, 210",122,Wet Laboratories,1040,118452,41.316541,-72.92106,KLINE GEOLOGY LAB,105430,"1040 KLINE GEOLOGY LAB WHITNEY AVENUE, 210  KLINE GEOLOGY LABORATORY, C. MAHLON KGL 210 WHITNEY AVENUE WHITNEY AVE, 210 KLINE GEOLOGY LAB - KGL",CEN,ZONE 1,1
680,MEC,"PROSPECT STREET,  55",4750,Wet Laboratories,1540,64786,41.313348,-72.924858,MALONE ENGIN CENTER,55627,"1540 MALONE ENGIN CENTER PROSPECT STREET,  55  MALONE ENGINEERING CENTER, DANIEL L. MEC 55 PROSPECT STREET PROSPECT ST,  55 ",CEN,ZONE 1,1
681,OML,"PROSPECT STREET, 165",128,Wet Laboratories,1055,108910,41.316402,-72.923796,OSBORN MEMORIAL LAB,81854,"1055 OSBORN MEMORIAL LAB PROSPECT STREET, 165  OSBORN MEMORIAL LABORATORIES OML 165 PROSPECT STREET PROSPECT ST, 165 OSBORN MEMORIAL LAB - OML",CEN,ZONE 1,1
682,SCL,"PROSPECT STREET, 225",136,Wet Laboratories,1085,168469,41.318237,-72.922934,STERLING CHEM LAB,147058,"1085 STERLING CHEM LAB PROSPECT STREET, 225  STERLING CHEMISTRY LABORATORY, JOHN W. SCL 225 PROSPECT STREET PROSPECT ST, 225 STERLING CHEMISTRY LAB - SCL",CEN,ZONE 1,1
683,WL,"WHITNEY AVENUE, 272",116,Wet Laboratories,1020,52325,41.318961,-72.920686,WRIGHT LAB,44880,"1020 WRIGHT LAB WHITNEY AVENUE, 272 WRIGHT NUCLEAR STRUCTURES LABORATORY WRIGHT LABORATORY WL 272 WHITNEY AVENUE WHITNEY AVE, 272 WRIGHT NUCLEAR STRUCTURES LAB - WNSL",CEN,ZONE 1,1
684,WL-W,"WHITNEY AVENUE, 268",119,Wet Laboratories,1025,26931,41.318459,-72.921449,WRIGHT LAB - WEST,24735,"1025 WRIGHT LAB - WEST WHITNEY AVENUE, 268 WRIGHT NUCLEAR STRUCTURES LABORATORY, WEST WRIGHT LABORATORY, WEST WL-W 268 WHITNEY AVENUE WHITNEY AVE, 268 WRIGHT NUCLEAR STRUCTURES LAB WEST - WNSLW",CEN,ZONE 1,1
574,ROSE,"ASHMUN STREET, 101",4775,Academic & Admin: Medium,1385,38166,41.315946,-72.928808,ROSE CENTER,33396,"1385 ROSE CENTER ASHMUN STREET, 101  ROSE CENTER ROSE 101 ASHMUN STREET ASHMUN ST, 101 ",CEN,ZONE 4,1
686,BCMM,"CONGRESS AVENUE, 295",399,YSM Laboratories,3165,147290,41.302396,-72.932705,BOYER CTR MOLEC MED,0,"3165 BOYER CTR MOLEC MED CONGRESS AVENUE, 295  BOYER CENTER FOR MOLECULAR MEDICINE BCMM 295 CONGRESS AVENUE CONGRESS AVE, 295 BOYER CENTER FOR MOLECULAR MEDICINE - BCMM",MED,MEDICAL,1
687,BML,"CEDAR STREET, 310",417,YSM Laboratories,3375,102104,41.302205,-72.93404,BRADY MEMORIAL LABOR,0,"3375 BRADY MEMORIAL LABOR CEDAR STREET, 310  BRADY MEMORIAL LABORATORY, ANTHONY N. BML 310 CEDAR STREET CEDAR ST, 310 BRADY MEMORIAL LAB - BML",MED,MEDICAL,1
688,DCB,"HOWARD AVENUE, 789",406,YSM Laboratories,3315,22500,41.302453,-72.935721,DANA CLINIC BLDG,0,"3315 DANA CLINIC BLDG HOWARD AVENUE, 789  DANA CLINIC BUILDING DCB 789 HOWARD AVENUE HOWARD AVE, 789 DANA CLINIC BLDG - DCB",MED,MEDICAL,1
689,FMB,"CEDAR STREET, 310",419,YSM Laboratories,3385,83750,41.302207,-72.934762,FARNAM MEMORIAL BLDG,0,"3385 FARNAM MEMORIAL BLDG CEDAR STREET, 310  FARNAM MEMORIAL BUILDING FMB 310 CEDAR STREET CEDAR ST, 310 FARNAM MEMORIAL BLDG - FMB",MED,MEDICAL,1
690,FMP,"HOWARD AVENUE, 789",407,YSM Laboratories,3320,34100,41.302826,-72.935595,FITKIN MEM. PAVILION,0,"3320 FITKIN MEM. PAVILION HOWARD AVENUE, 789  FITKIN MEMORIAL PAVILION FMP 789 HOWARD AVENUE HOWARD AVE, 789 FITKIN MEMORIAL PAVILION - FMP",MED,MEDICAL,1
691,HRT,"YORK STREET,  15",412,YSM Laboratories,3345,36355,41.303408,-72.935088,HUNTER BLDG,0,"3345 HUNTER BLDG YORK STREET,  15  HUNTER BUILDING HRT 15 YORK STREET YORK ST,  15 HUNTER BUILDING",MED,MEDICAL,1
692,LMP,"YORK STREET,  15",410,YSM Laboratories,3335,58160,41.303192,-72.935311,"LAB FOR MEDIC, PEDIAT",0,"3335 LAB FOR MEDIC, PEDIAT YORK STREET,  15  LABORATORY FOR MEDICINE AND PEDIATRICS LMP 15 YORK STREET YORK ST,  15 LAB FOR MEDICINE AND PEDIATRICS - LMP",MED,MEDICAL,1
693,LSOG,"CONGRESS AVENUE, 375",403,YSM Laboratories,3300,91774,41.301663,-72.934951,"LAB FOR SUR, OBST, GYN",0,"3300 LAB FOR SUR, OBST, GYN CONGRESS AVENUE, 375  LABORATORY FOR SURGERY, OBSTETRICS AND GYNECOLOGY LSOG 375 CONGRESS AVENUE CONGRESS AVE, 375 LAB FOR SURGERY, OBSTETRICS & GYNECOLOGY - LSOG",MED,MEDICAL,1
694,LEPH,"COLLEGE STREET,  60",397,YSM Laboratories,3155,116529,41.303706,-72.932262,"LAB OF EPIDEM, PUBHL",0,"3155 LAB OF EPIDEM, PUBHL COLLEGE STREET,  60  LABORATORY OF EPIDEMIOLOGY AND PUBLIC HEALTH LEPH 60 COLLEGE STREET COLLEGE ST,  60 LAB OF EPIDEMIOLOGY AND PUBLIC HEALTH - LEPH",MED,MEDICAL,1
695,LH,"CEDAR STREET, 310",418,YSM Laboratories,3380,36040,41.3019,-72.934203,LAUDER HALL,0,"3380 LAUDER HALL CEDAR STREET, 310  LAUDER HALL LH 310 CEDAR STREET CEDAR ST, 310 LAUDER HALL - LH",MED,MEDICAL,1
696,LLCI,"YORK STREET,  15",409,YSM Laboratories,3330,90589,41.30319,-72.93569,LIPPARD LAB CLIN INVEST,0,"3330 LIPPARD LAB CLIN INVEST YORK STREET,  15  LIPPARD LABORATORY FOR CLINICAL INVESTIGATION LLCI 15 YORK STREET YORK ST,  15 LIPPARD LAB FOR CLINICAL INVESTIGATION - LLCI",MED,MEDICAL,1
697,NSB,"CEDAR STREET, 333",393,YSM Laboratories,3130,17740,41.303611,-72.934532,NATHAN SMITH BLDG,0,"3130 NATHAN SMITH BLDG CEDAR STREET, 333  NATHAN SMITH BUILDING NSB 333 CEDAR STREET CEDAR ST, 333 NATHAN SMITH BUILDING - NSB",MED,MEDICAL,1
698,NIHB,"SOUTH FRONTAGE ROAD, 230",4729,YSM Laboratories,3180,24985,41.304207,-72.933492,"NIESON, IRVING HARRIS BLD",0,"3180 NIESON, IRVING HARRIS BLD SOUTH FRONTAGE ROAD, 230  NIESON & IRVING HARRIS BUILDING NIHB 230 SOUTH FRONTAGE ROAD S FRONTAGE RD, 230 ",MED,MEDICAL,1
699,SHMB,"CEDAR STREET, 333",390,YSM Laboratories,3115,182600,41.303453,-72.93347,STERLING HALL MED B,0,"3115 STERLING HALL MED B CEDAR STREET, 333  STERLING HALL OF MEDICINE WING B SHMB 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING B - SHMB",MED,MEDICAL,1
700,SHMC,"CEDAR STREET, 333",388,YSM Laboratories,3105,98900,41.302556,-72.933718,STERLING HALL MED C,0,"3105 STERLING HALL MED C CEDAR STREET, 333  STERLING HALL OF MEDICINE WING C SHMC 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING C - SHMC",MED,MEDICAL,1
701,SHMICDU,"CEDAR STREET, 333",394,YSM Laboratories,3140,10305,41.304066,-72.933898,STERLING HALL MED CDU,0,"3140 STERLING HALL MED CDU CEDAR STREET, 333  STERLING HALL OF MEDICINE, CHILD DEVELOPMENT UNIT SHMICDU 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE, CHILD DEV UNIT SHM ICDU",MED,MEDICAL,1
702,SHMI,"CEDAR STREET, 333",392,YSM Laboratories,3125,151800,41.303806,-72.933826,STERLING HALL MED I,0,"3125 STERLING HALL MED I CEDAR STREET, 333  STERLING HALL OF MEDICINE WING I SHMI 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING I - SHMI",MED,MEDICAL,1
703,TAC,"CEDAR STREET, 300",516,YSM Laboratories,3400,457000,41.301327,-72.934237,THE ANLYAN CENTER,0,"3400 THE ANLYAN CENTER CEDAR STREET, 300 CONGRESS AVENUE BUILDING THE ANLYAN CENTER TAC 300 CEDAR STREET CEDAR ST, 300 ",MED,MEDICAL,1
704,TE,"HOWARD AVENUE, 789",416,YSM Laboratories,3370,7900,41.302425,-72.934527,TOMPKINS EAST BLDG,0,"3370 TOMPKINS EAST BLDG HOWARD AVENUE, 789  TOMPKINS EAST BUILDING TE 789 HOWARD AVENUE HOWARD AVE, 789 TOMPKINS EAST BLDG - TE",MED,MEDICAL,1
705,TMP,"HOWARD AVENUE, 789",405,YSM Laboratories,3310,28392,41.30233,-72.935185,TOMPKINS MEM PAVILION,0,"3310 TOMPKINS MEM PAVILION HOWARD AVENUE, 789  TOMPKINS MEMORIAL PAVILION TMP 789 HOWARD AVENUE HOWARD AVE, 789 TOMPKINS MEMORIAL PAVILION - TMP",MED,MEDICAL,1
706,WWW,"YORK STREET,  25",413,YSM Laboratories,3350,37721,41.30332,-72.934634,WINCHESTER BLDG,0,"3350 WINCHESTER BLDG YORK STREET,  25  WINCHESTER BUILDING, WILLIAM WIRT WWW 25 YORK STREET YORK ST,  25 WILLIAM WIRT WINCHESTER BLDG - WWW",MED,MEDICAL,1
707,CB,"HOWARD AVENUE, 789",415,YSM Non Laboratories,3360,43935,41.302663,-72.935079,CLINIC BLDG,0,"3360 CLINIC BLDG HOWARD AVENUE, 789  CLINIC BUILDING CB 789 HOWARD AVENUE HOWARD AVE, 789 CLINIC BLDG - CB",MED,MEDICAL,1
708,CLP,"COLLEGE STREET,  37-55",386,YSM Non Laboratories,3050,64471,41.302996,-72.931509,COLLEGE PLACE,0,"3050 COLLEGE PLACE COLLEGE STREET,  37-55  COLLEGE PLACE CLP 37-55 COLLEGE STREET COLLEGE ST, 37 37 COLLEGE PLACE",MED,MEDICAL,1
709,CP,"CEDAR STREET, 301",383,YSM Non Laboratories,3000,20201,41.301779,-72.933291,CONGRESS PLACE,0,"3000 CONGRESS PLACE CEDAR STREET, 301 YALE PSYCHIATRIC INSTITUTE, BUILDING 1 CONGRESS PLACE CP 301 CEDAR STREET CEDAR ST, 301 YALE PSYCHIATRIC INSTITUTE, YPI1 (Congress Plac",MED,MEDICAL,1
710,ESHD,"CEDAR STREET, 367",396,YSM Non Laboratories,3150,125640,41.304411,-72.933917,E.S. HARKNESS BLDG D,0,"3150 E.S. HARKNESS BLDG D CEDAR STREET, 367  EDWARD S. HARKNESS HALL BUILDING D ESHD 367 CEDAR STREET CEDAR ST, 367 EDWARD HARKNESS MEMORIAL DORMITORY - ESHD",MED,MEDICAL,1
711,FMPA,"HOWARD AVENUE, 789",411,YSM Non Laboratories,3340,2930,41.303029,-72.934918,FITKIN MEM. PAV. AUD.,0,"3340 FITKIN MEM. PAV. AUD. HOWARD AVENUE, 789  FITKIN MEMORIAL PAVILION  AUDITORIUM FMPA 789 HOWARD AVENUE HOWARD AVE, 789 FITKIN MEMORIAL PAVILION  AUDITORIUM - FMPA",MED,MEDICAL,1
712,JEH,"CEDAR STREET, 315",387,YSM Non Laboratories,3100,29130,41.302059,-72.933483,HOPE MEMORIAL BLDG,0,"3100 HOPE MEMORIAL BLDG CEDAR STREET, 315  HOPE MEMORIAL BUILDING, JANE ELLEN JEH 315 CEDAR STREET CEDAR ST, 315 JANE ELLEN HOPE MEMORIAL BUILDING - JEH",MED,MEDICAL,1
713,HAG,"HOWARD AVENUE, 790",401,YSM Non Laboratories,3205,220326,41.301841,-72.936199,HOWARD AVE GARAGE,0,"3205 HOWARD AVE GARAGE HOWARD AVENUE, 790  HOWARD AVENUE GARAGE HAG 790 HOWARD AVENUE HOWARD AVE, 790 HOWARD AVENUE GARAGE",MED,MEDICAL,1
714,MHMA,"CEDAR STREET, 333",391,YSM Non Laboratories,3120,13762,41.303418,-72.933816,M.S. HARKNESS MEM AUD,0,"3120 M.S. HARKNESS MEM AUD CEDAR STREET, 333  HARKNESS MEMORIAL AUDITORIUM, MARY S. MHMA 333 CEDAR STREET CEDAR ST, 333 MAY HARKNESS MEMORIAL AUDITORIUM - MHMA",MED,MEDICAL,1
715,MRC,"HOWARD AVENUE, 789",408,YSM Non Laboratories,3325,27430,41.302922,-72.935719,MAGNETIC RESONANCE CTR,0,"3325 MAGNETIC RESONANCE CTR HOWARD AVENUE, 789  MAGNETIC RESONANCE CENTER MRC 789 HOWARD AVENUE HOWARD AVE, 789 MAGNETIC RESONANCE CENTER - MRC",MED,MEDICAL,1
716,PCC,"HOWARD AVENUE, 789",404,YSM Non Laboratories,3305,0,41.302043,-72.93496,PRIMARY CARE CENTER,0,"3305 PRIMARY CARE CENTER HOWARD AVENUE, 789  PRIMARY CARE CENTER PCC 789 HOWARD AVENUE HOWARD AVE, 789 PRIMARY CARE CENTER - PCC",MED,MEDICAL,1
717,SHML,"CEDAR STREET, 333",389,YSM Non Laboratories,3110,116700,41.302982,-72.93336,STERLING HALL MED L,0,"3110 STERLING HALL MED L CEDAR STREET, 333  STERLING HALL OF MEDICINE WING L SHML 333 CEDAR STREET CEDAR ST, 333 STERLING HALL OF MEDICINE WING L - SHML",MED,MEDICAL,1
718,YPB,"HOWARD AVENUE, 800",400,YSM Non Laboratories,3200,98040,41.302516,-72.936396,YALE PHYSICIANS BLDG,0,"3200 YALE PHYSICIANS BLDG HOWARD AVENUE, 800  YALE PHYSICIANS BUILDING YPB 800 HOWARD AVENUE HOWARD AVE, 800 YALE PHYSICIAN'S BUILDING - YPB",MED,MEDICAL,1
,,,316,11,,,,,,,,,,
